prob	sat	deduped_reads	total_reads
0.1	0.330877399635971	60886079	90993906
0.2	0.503491055687386	90350173	181970887
0.3	0.607296364383894	107203675	272988751
0.4	0.675631806224887	118057680	363961949
0.5	0.723803825639267	125663681	454979803
0.6	0.75941949369049	131348616	545965332
0.7	0.786791841844521	135801830	636944811
0.8	0.808473867234948	139418093	727932481
0.9	0.826063927486941	142440203	818922728
1	0.840629483645226	145015008	909923688
